,site_id,site_name,easting,northing,min_year,max_year,region,HA_NUM,G_ID,S_ID,rbd_id,wb_id,mncat_id,opcat_id,organisation,lon,lat,material,determinands,geometry,Cd_mean
104,MD-SSN0177,SHIREBROOK WOOD - SOOKHOLME BROOK,454103,367359,2025,2025,MD,28,HA028G13,HA028G13S0008,4.0,GB104028058050,3041.0,3229.0,EA,-1.191534,53.200582,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0177', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 17, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.095}]",POINT (-1.191534 53.200582),0.095
105,MD-SSN0225,SSN0225 TRIB OF CHURNET U/S OF BIG WOOD,403075,360818,2025,2025,MD,28,HA028G07,HA028G07S0031,4.0,GB104028052800,3032.0,3080.0,EA,-1.955479,53.144517,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0225', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 2, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.056}]",POINT (-1.955479 53.144517),0.056
106,MD-SSN0808,SSN0808 TRIB OF HORSE BROOK AT STRETTON,387751,311616,2025,2025,MD,28,HA028G06,HA028G06S0001,4.0,GB104028047122,3101.0,3356.0,EA,-2.182703,52.702091,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0808', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 9, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.182703 52.702091),0.01
107,MD-SSN0865,"SSN0865 TRIB OF THE CHURNET, IPSTONES",402299,349810,2025,2025,MD,28,HA028G07,HA028G07S0021,4.0,GB104028052652,3032.0,3080.0,EA,-1.967156,53.045569,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0865', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.015}]",POINT (-1.967156 53.045569),0.015
108,MD-SSN0872,SSN0872 MEECE BROOK AT YARNFIELD,386294,333145,2025,2025,MD,28,HA028G06,HA028G06S0018,4.0,GB104028053010,3101.0,3420.0,EA,-2.205177,52.895589,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0872', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.205177 52.895589),0.01
109,MD-SSN0895,SSN0895 OLDACRE BROOK AT BROCTON HALL,396263,319955,2025,2025,MD,28,HA028G06,HA028G06S0007,4.0,GB104028047190,3101.0,3420.0,EA,-2.056833,52.777183,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0895', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.056833 52.777183),0.01
110,MD-SSN0929,SSN0929 U/S OAKENDOUGH BK,404584,362925,2025,2025,MD,28,HA028G07,HA028G07S0053,4.0,GB104028052891,3032.0,3144.0,EA,-1.932889,53.163447,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0929', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 3, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.24}]",POINT (-1.932889 53.163447),0.24
111,MD-SSN1377,7 ENDON BROOK TRIB AT NEWSTEAD FARM,396310,350342,2025,2025,MD,28,HA028G07,HA028G07S0031,4.0,GB104028052711,3032.0,3080.0,EA,-2.056495,53.050342,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN1377', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 22, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.034}]",POINT (-2.056495 53.050342),0.034
112,MD-SSN1386,GRATTON LANE ENDON BROOK - HORTON BROOK,393205,355159,2025,2025,MD,28,HA028G07,HA028G07S0045,4.0,GB104028052711,3032.0,3080.0,EA,-2.102919,53.093611,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN1386', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 18, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.102919 53.093611),0.01
113,MD-SSN1569,SSN1569 SHIRLEY BROOK TRIB AT LINTWOOD,420254,344075,2025,2025,MD,28,HA028G07,HA028G07S0017,4.0,GB104028052870,3032.0,3143.0,EA,-1.699697,52.993643,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN1569', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 3, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.15}]",POINT (-1.699697 52.993643),0.15
114,MD-SSN1576,SSN1576 TRIB OF HORSE BROOK,384746,308559,2025,2025,MD,28,HA028G06,HA028G06S0001,4.0,GB104028047122,3101.0,3356.0,EA,-2.22703,52.674533,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN1576', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.22703 52.674533),0.01
115,AN-SSN0025,ALMA BECK AT LION LODGE CORNER - ALMA BE,492598,337719,2025,2025,AN,30,HA030G01,HA030G01S0005,5.0,GB105030056780,3116.0,3508.0,EA,-0.623921,52.928925,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN0025', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 18, 'num_measurements': 1, 'file': 'riv_sites_det_30_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.6239209999999999 52.928925),0.01
116,AN-SSN0809,SSN0809 FAR HOLT DRAIN @ TUMBY WOODSIDE,527357,357692,2025,2025,AN,30,HA030G02,HA030G02S0057,5.0,GB205030056465,3116.0,3156.0,EA,-0.099231,53.101261,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN0809', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_30_106.geojson', 'mean_measurements': 0.011}]",POINT (-0.099231 53.101261),0.011
117,AN-SSN1289,MILL LANE DRAIN AT MILL LANE,508645,386501,2025,2025,AN,30,HA030G04,HA030G04S0043,5.0,GB105030062330,3116.0,3288.0,EA,-0.368777,53.364246,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1289', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 34, 'num_measurements': 1, 'file': 'riv_sites_det_30_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.368777 53.364246),0.01
118,AN-SSN1545,SSN1545 BAUMBER DRAIN U/S WATERMILL,523067,375678,2025,2025,AN,30,HA030G04,HA030G04S0042,5.0,GB105030062300,3116.0,3288.0,EA,-0.156355,53.263856,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1545', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_30_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.156355 53.263856),0.01
119,AN-SSN1561,SSN1561 GRAINFIELD DRN @ ROWSTON FARM,510345,356388,2025,2025,AN,30,HA030G04,HA030G04S0010,5.0,GB105030056175,3116.0,3288.0,EA,-0.353648,53.093327,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1561', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 9, 'num_measurements': 1, 'file': 'riv_sites_det_30_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.353648 53.093327),0.01
120,AN-SSN1577,SSN1577 REVESBY DRAIN AT A155,529022,361248,2025,2025,AN,30,HA030G02,HA030G02S0058,5.0,GB205030056465,3116.0,3156.0,EA,-0.07295,53.132809,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1577', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_30_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.07295 53.132809),0.01
121,AN-SSN0859,SSN0859 KING STREET DRAIN,510772,312295,2025,2025,AN,31,HA031G02,HA031G02S0007,5.0,GB105031050770,3112.0,3203.0,EA,-0.362272,52.697032,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN0859', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_31_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.362272 52.697032),0.01
122,AN-SSN0923,SSN0923 NORTHORPE FEN,510467,317951,2025,2025,AN,31,HA031G02,HA031G02S0010,5.0,GB105031050720,3112.0,3203.0,EA,-0.364885,52.74792,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN0923', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_31_106.geojson', 'mean_measurements': 0.015}]",POINT (-0.364885 52.74792),0.015
123,AN-SSN1371,"GAMBORO PLANT STREAM, BLUEBERRY GRANGE",472912,274443,2025,2025,AN,32,HA032G03,HA032G03S0001,5.0,GB105032045540,3059.0,3042.0,EA,-0.930664,52.363216,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1371', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 22, 'num_measurements': 1, 'file': 'riv_sites_det_32_106.geojson', 'mean_measurements': 0.012}]",POINT (-0.930664 52.363216),0.012
124,AN-53M95,MIDDLE LEVEL MD PINGLE RD. BR.,552429,302070,2025,2025,AN,33,HA033G10,HA033G10S0079,5.0,GB205033000050,3069.0,3313.0,EA,0.248989,52.59507,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-53M95', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 3, 'file': 'riv_sites_det_33_106.geojson', 'mean_measurements': 0.0106666666666666}]",POINT (0.248989 52.59507),0.010666666666666666
125,AN-MISCSP64,MISC.10KM SQ TOWCESTER..............SP64,460000,240000,2025,2025,AN,33,HA033G02,HA033G02S0004,5.0,GB105033037940,3104.0,3491.0,EA,-1.126346,52.055156,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-MISCSP64', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 41, 'num_measurements': 1, 'file': 'riv_sites_det_33_106.geojson', 'mean_measurements': 0.021}]",POINT (-1.126346 52.055156),0.021
126,AN-MISCTL29,MISC.10KM SQ WHITTLESEY.............TL29,520000,290000,2025,2025,AN,33,HA033G10,HA033G10S0046,5.0,GB205033000050,3069.0,3313.0,EA,-0.233857,52.494735,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-MISCTL29', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 115, 'num_measurements': 2, 'file': 'riv_sites_det_33_106.geojson', 'mean_measurements': 0.1}]",POINT (-0.233857 52.494735),0.09999999999999999
127,AN-SSN0196,PADBURY TRIB NR OXLANE BRIDGE - TRIB GAW,470471,230408,2025,2025,AN,33,HA033G02,HA033G02S0003,5.0,GB105033038220,3104.0,3491.0,EA,-0.975628,51.967699,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN0196', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 17, 'num_measurements': 1, 'file': 'riv_sites_det_33_106.geojson', 'mean_measurements': 0.029}]",POINT (-0.9756280000000001 51.967699),0.029
128,AN-SSN0275,SSN0275 PINGO TRAIL NATURE RESERVE,593986,296552,2025,2025,AN,33,HA033G09,HA033G09S0007,5.0,GB105033047840,3009.0,3542.0,EA,0.858559,52.5323,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN0275', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 9, 'num_measurements': 1, 'file': 'riv_sites_det_33_106.geojson', 'mean_measurements': 0.01}]",POINT (0.858559 52.5323),0.01
129,AN-SSN0279,SSN0279 W OF LACKFORD LAKES RESERVE,579637,270754,2025,2025,AN,33,HA033G06,HA033G06S0006,5.0,GB105033043051,3009.0,3249.0,EA,0.633422,52.305534,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN0279', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_33_106.geojson', 'mean_measurements': 0.01}]",POINT (0.633422 52.305534),0.01
130,AN-SSN1284,TURVEY TRIB OPP PRIORY FARM,495505,252202,2025,2025,AN,33,HA033G03,HA033G03S0003,5.0,GB105033047923,3104.0,3028.0,EA,-0.60525,52.159852,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1284', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 28, 'num_measurements': 1, 'file': 'riv_sites_det_33_106.geojson', 'mean_measurements': 0.051}]",POINT (-0.60525 52.159852),0.051
131,AN-MISCTM28,MISC.10KM SQ HARLESTON..............TM28,620000,280000,2025,2025,AN,34,HA034G01,HA034G01S0012,5.0,GB105034045901,3008.0,3518.0,EA,1.230567,52.37386,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-MISCTM28', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 65, 'num_measurements': 1, 'file': 'riv_sites_det_34_106.geojson', 'mean_measurements': 0.1}]",POINT (1.230567 52.37386),0.1
132,AN-SSN1575,SSN1575 TRIB.OLD R.BRETT,596351,249190,2025,2025,AN,36,HA036G01,HA036G01S0015,5.0,GB105036040760,3018.0,3424.0,EA,0.865765,52.106191,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1575', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_36_106.geojson', 'mean_measurements': 0.01}]",POINT (0.865765 52.106191),0.01
133,AN-SSN0179,BADDOW BK. NR MILL FISHERY CHELMSFORD,573091,206133,2025,2025,AN,37,HA037G03,HA037G03S0013,5.0,GB105037033530,3018.0,3077.0,EA,0.504866,51.727201,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN0179', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 18, 'num_measurements': 1, 'file': 'riv_sites_det_37_106.geojson', 'mean_measurements': 0.031}]",POINT (0.504866 51.727201),0.031
134,AN-SSN1331,STREAM NEAR CODHAM HALL LANE,558557,189152,2025,2025,AN,37,HA037G09,HA037G09S0012,6.0,GB106037028080,3084.0,3297.0,EA,0.286922,51.578934,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1331', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 19, 'num_measurements': 1, 'file': 'riv_sites_det_37_106.geojson', 'mean_measurements': 0.036}]",POINT (0.286922 51.578934),0.036
135,AN-SSN1367,D'ARCY STREAM NEAR TOLLESHUNT D'ARCY,593240,210739,2025,2025,AN,37,HA037G02,HA037G02S0016,5.0,,3018.0,3034.0,EA,0.798813,51.76199,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1367', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 16, 'num_measurements': 1, 'file': 'riv_sites_det_37_106.geojson', 'mean_measurements': 0.025}]",POINT (0.798813 51.76199),0.025
136,AN-SSN1379,TRIB.R.TER NEAR BANNISTER GREEN,568993,220526,2025,2025,AN,37,HA037G03,HA037G03S0015,5.0,GB105037033940,3018.0,3077.0,EA,0.452598,51.857741,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-SSN1379', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 21, 'num_measurements': 1, 'file': 'riv_sites_det_37_106.geojson', 'mean_measurements': 0.01}]",POINT (0.452598 51.857741),0.01
137,TH-RSN1401,RSN1401 ARNOLDS FARM,549076,197900,2025,2025,TH,37,HA037G01,HA037G01S0005,6.0,GB106037028182,3071.0,3383.0,EA,0.153917,51.66012,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-RSN1401', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 3, 'file': 'riv_sites_det_37_106.geojson', 'mean_measurements': 0.0206666666666666}]",POINT (0.153917 51.66012),0.022
138,TH-SSN0211,SSN0211 ROCHETTS FARM,556335,193488,2025,2025,TH,37,HA037G09,HA037G09S0036,6.0,GB106037028130,3071.0,3383.0,EA,0.25681,51.618511,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0211', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_37_106.geojson', 'mean_measurements': 0.013}]",POINT (0.25681 51.618511),0.013
139,TH-SSN1619,SSN1619 RISE PARK,551462,191475,2025,2025,TH,37,HA037G09,HA037G09S0035,6.0,GB106037028120,3071.0,3383.0,EA,0.18561,51.601756,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN1619', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_37_106.geojson', 'mean_measurements': 0.018}]",POINT (0.18561 51.601756),0.018
140,AN-MISCTL12,MISC.10KM SQ LUTON..................TL12,510000,220000,2025,2025,AN,38,HA038G01,HA038G01S0019,6.0,GB106038033391,3105.0,3493.0,EA,-0.403765,51.86775,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'AN-MISCTL12', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 12, 'num_measurements': 3, 'file': 'riv_sites_det_38_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.403765 51.86775),0.01
141,TH-PGWL0094,"VIRGINIA WATER OUTLET, ABOVE A30 ROADBRI",497750,168550,2025,2025,TH,39,HA039G14,HA039G14S0004,6.0,GB106039017070,3114.0,3536.0,EA,-0.595979,51.407561,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-PGWL0094', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 13, 'num_measurements': 3, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.595979 51.407561),0.01
142,TH-RSN0402,DS M40,462776,210139,2025,2025,TH,39,HA039G07,HA039G07S0010,6.0,GB106039030240,3098.0,3459.0,EA,-1.091297,51.786403,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-RSN0402', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 2, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.098}]",POINT (-1.091297 51.786403),0.049600000000000005
143,TH-RSN1301,RSN1301 D/S FOOTBRIDGE BORDON INCLOSURE,480448,136293,2025,2025,TH,39,HA039G02,HA039G02S0003,6.0,GB106039017720,3114.0,3536.0,EA,-0.851925,51.120281,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-RSN1301', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.015}]",POINT (-0.851925 51.120281),0.011166666666666667
144,TH-RSN1314,RSN1314 U/S MEADS FARM TRACK,465043,210209,2025,2025,TH,39,HA039G07,HA039G07S0010,6.0,GB106039030340,3098.0,3459.0,EA,-1.058423,51.786774,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-RSN1314', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.069}]",POINT (-1.058423 51.786774),0.0274
145,TH-RSN1318,RSN1318 BYDEMILL FARM,418678,193170,2025,2025,TH,39,HA039G18,HA039G18S0014,6.0,GB106039023710,3038.0,3504.0,EA,-1.731496,51.637032,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-RSN1318', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.731496 51.637032),0.01
146,TH-RSN1337,RSN1337 ASHTEAD RYE MEADOWS,517438,158985,2025,2025,TH,39,HA039G12,HA039G12S0012,6.0,GB106039017610,3058.0,3277.0,EA,-0.316188,51.31786,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-RSN1337', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 3, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.022}]",POINT (-0.316188 51.31786),0.020833333333333332
147,TH-RSN1394,RSN1394 DS THE STRAIGHT MILE ROAD,481678,173227,2025,2025,TH,39,HA039G06,HA039G06S0006,6.0,GB106039023190,3048.0,3261.0,EA,-0.82592,51.452147,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-RSN1394', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 8, 'num_measurements': 5, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.0176}]",POINT (-0.82592 51.452147),0.017666666666666667
148,TH-SSN0014,ENTON GREEN TRIB,495924,139487,2025,2025,TH,39,HA039G02,HA039G02S0005,6.0,GB106039017790,3114.0,3536.0,EA,-0.630014,51.146614,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0014', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 27, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.630014 51.146614),0.01
149,TH-SSN0015,120M U/S FOOTPATH,438173,240793,2025,2025,TH,39,HA039G10,HA039G10S0019,6.0,GB106039037300,3012.0,3079.0,EA,-1.444569,52.064215,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0015', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 29, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.444569 52.064215),0.01
150,TH-SSN0059,SSN0059 PEA PITS COPSE,424652,191540,2025,2025,TH,39,HA039G15,HA039G15S0004,6.0,GB106039022950,3038.0,3504.0,EA,-1.645289,51.622147,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0059', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.645289 51.622147),0.01
151,TH-SSN0078,SSN0078 NEAR BOTTOM LOCK,505035,161784,2025,2025,TH,39,HA039G02,HA039G02S0009,6.0,GB106039017910,3114.0,3536.0,EA,-0.493273,51.345442,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0078', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.012}]",POINT (-0.493273 51.345442),0.012
152,TH-SSN0187,ABOVE DORN AT B4030 - BARTON BUSHES STRE,446065,225133,2025,2025,TH,39,HA039G11,HA039G11S0005,6.0,GB106039037380,3021.0,3181.0,EA,-1.331551,51.922829,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0187', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 18, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.331551 51.922829),0.01
153,TH-SSN0203,BURSTOW PARK FARM - MOLE (THAMES),531761,147050,2025,2025,TH,39,HA039G12,HA039G12S0006,6.0,GB106039017560,3058.0,3495.0,EA,-0.115162,51.207466,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0203', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 18, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.011}]",POINT (-0.115162 51.207466),0.011
154,TH-SSN0251,SSN0251 DEAN WOOD,434516,222514,2025,2025,TH,39,HA039G11,HA039G11S0006,6.0,GB106039029970,3021.0,3181.0,EA,-1.499742,51.900116,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0251', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.499742 51.900116),0.01
155,TH-SSN0900,SSN0900 AT ALNWICK FARM,488900,217734,2025,2025,TH,39,HA039G07,HA039G07S0024,6.0,GB106039030410,3098.0,3459.0,EA,-0.710706,51.851139,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'TH-SSN0900', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_39_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.7107059999999999 51.851139),0.01
